Pozo;Ubicación/Calle/Dirección;Asignación;Dias y Hora Servicio
POZO_P. PERON_GU020;Tomás Guido 917  esq. Remedios de Escalda - Guernica - Presidente Perón;Movil 7 Guernica - 112239-6707;Todos los dias 24 hs
POZO_P. PERON_GU021;Roque Sáenz Peña esq. Santa Elena. - Guernica - Presidente Perón;Movil 7 Guernica - 112239-6707;Todos los dias 24 hs
POZO_P. PERON_GU022;Manuel Dorrego a 15 mts de Luis Adolfo Testa. - Guernica - Presidente Perón;Movil 7 Guernica - 112239-6707;Todos los dias 24 hs
POZO_P. PERON_GU023;Calle 103 y 124 - Guernica - Presidente Perón;Movil 7 Guernica - 112239-6707;Todos los dias 24 hs
POZO_P. PERON_GU028;Puerto España & Brasilia - Guernica - Presidente Perón;Movil 7 Guernica - 112239-6707;Todos los dias 24 hs
POZO_P. PERON_GU027;Brasilia y Guayanas – Guernica – Presidente Perón-;Movil 7 Guernica - 112239-6707;Todos los dias 24 hs
POZO_F. VARELA_FV030;490 Virgen de Valle;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV050;Av. Eva Peron 7700;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV130;Calle 1341 511;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV034;Av. Cacheuta 500;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV066;Av. Eva Peron 12000;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV042;Calle 1316 1690;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV064;Calle 1347 300;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV103;Sicilia 2020;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV095;Estreban Pisani 1101;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV013;Avenida Belgica 798;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV052;Calle El Jazmin S/N;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV045;Los Inmigrantes S/N;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV065;Av. Eva peron 11111;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV062;Virgen de Itati 955;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV110;Las Lengas 2303;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV111;Los Álamos 2502;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV096;Av. Humahuaca 501;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV028;Batalla de Riobamba 1501;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV165;Monteverde e/447 y 449;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV163;Los Olivos y el Mirlo;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV018;General Hornos 999;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV019;Rio Caraguata 1451;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV026;Posadas 1100;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV027;El Gaucho 580;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV151;Los Lapachos e/ El Tero ( calle 539) y La Calandria (calle 543);Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV106;Calle 554 1103;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV105;CALLE 525 2492;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV102;Cjal. Amador Villaabrille 975;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV079;Bruselas & Bulgaria;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV078;Bruselas & Polonia;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV080;Dr. Irineo Portela & c517;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV114;C.531 2200;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV112;C. 643a casi esq Paysandú;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV041;Calle 1335 850;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV020;Cabildo de Buenos Aires 1850;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV174;Juan Jose Castelli 1027;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV053;Av. Cacheuta 1505;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV082;Calle 445  - 398;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV006;Ortiz Basualdo 3601;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV154;Calle 560 y La Plaoma;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV150;El Nandu ent/ Las Casuarinas y Los Alamos;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_QUILMES_QU138;Calle 866 2896 - San Francisco Solano;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_QUILMES_QU141;Calle 863 2890 - San Francisco Solano;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV025;Calle 1423 901;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV156;1418 e/1433 y 1435 - Florencio Varela;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV040;Calle 1439  S/N;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV023;Juan Mantovani 1500;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV143;Calle 1355 al 1400;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV021;Juan Mantovani 399;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV131;El Malambo 105;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV162;La Paloma esq/ Los Sauces;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV152;calle 410 1450 lado plaza;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV161;Los Laureles 2396, Gdor. Costa - Florencio Varela;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV024;Calle 1409 795;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
POZO_F. VARELA_FV033;Virgen de Valle y Río Dulce;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV004;Evaristo Carriego 2734;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV072;Doctor Enrique Finochietto 1450;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV074;Carlos Gardel;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV057;Virgen de Valle S/N;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV029;Misiones 1950;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV169;Jacinto Benavente y E.D.Amicis;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV005;San Martin 2201;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV071;San Nicolas 2602;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV129;Rio Diamante 2680;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV055;Calle 832 299;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV047;Mariano Boedo & Monserrat;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV058;Juan B. Justo & Hilario Ascasubi;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV049;San Antonio y C.1023;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV128;Gral Villegas esq. Rio Diamante;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV009;Intendente Jose Luis Cariboni 2098;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_ZS-79_EBC MONTEVERDE;Av. Monteverde 2016 (casi Darragueira);Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV060;Cañuelas 2400;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV100;Benito Quinquela Martin 1536;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV046;Batalla de Ituzaingo 2777;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV014;Presidente Peron 501;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV011;Corrientes 4045;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV115;Progreso ent/ Int. José Luis Cariboni y Virgen de Valle;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV007;Intendente Jose Luis Cariboni 2351;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV140;Granaderos de San Martín 164;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV048;León XIII Nº 374;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV142;Dardo Rocha 740;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV059;Av. Bosques 2398;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV139;Guamini 2711;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV137;San Geronimo 605;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV138;Campana 2998;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_QUILMES_QU037;Luisa Bartana (Calle 345) 3400 - Quilmes Oeste;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_QUILMES_QU076;General Belgrano 5301 - Quilmes Oeste;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV051;Calle 1371 222;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV002;Avenida San Martin 3070;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV003;Diagonal Constitucion 100;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV145;Cacheuta 2011;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV141;Alfonsina Storni 74;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_F. VARELA_FV153;Miguel Cane y Florida;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_CANNING_EEU010;Sgto Cabral a 5900 m de EEU011;Movil 4 Ezeiza - 113955-6058;Todos los dias 24 hs
POZO _ZV_77 EBC DEFENSA Y JUSTICIA;Av. Calchaqui 4398 1889 RP36 Florencio Varela;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_ZV_78 EBC SENZABELLO;Av. Calchaqui y Esposos Curie, Florencio Varela;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_G. CATAN_MN147;Maximo Zamudio 751 y Augusto Bravard;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_MN110;Francisco beazley y Victorino de la Plaza , Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_MN122;Santa Rosa y Coronel Aguire, Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO068;Marcelo Gamboa 5036 ( entre Colegiales y Besares) Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO072 ;Alagon 4534 casi Raulies Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO064;Rodney y Urdaneta, Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO070;Marcelo Gamboa y Raulet;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO077;Acassuso y Rio Cuarto, Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO078;Severo Garcia Sequeira ( entre Rocamora y Sixto Fajardo) Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO087;El Resero 2800 ( entre Acassuso y Alagon) Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G_CATAN_MN006;Int Federico Pedro Russo casi C Polledo, Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G_CATAN_MN007 ;Roberto Billinghurst 5100 RP1001 Casi C Besares, Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G_CATAN_MN033;Acassuso 2200, e ipiringa, Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G_CATAN_MN034;Zarate y Norquin, Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G_CATAN_MN037;Tres Cruces y Lavallol, Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G_CATAN_MN173;Hucal y Eduardo Vogel, Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G_CATAN_MN183;Felipe Lavallol 2329 casi esquina Sudamerica.;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_ZONA NORTE_ZN_27;Uruguay 6650 (a metros de la rotonda), Boulogne Sur Mer, San Isidro;Movil 17 Pilar - 113512-9623;Todos los dias 24 hs
POZO_G_CATAN_MN032;Acassuso y Santa Rosa, Gregorio de Laferrere;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_V. DEL PINO_LMO124;Marcos Paz 4820, La Matanza;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_V. DEL PINO_LMO319;Esperanza 4000 e/ Nahuel Huapi y Villaroel (a 300 m. del pozo LMO320);Movil 19 Virrey del Pino - 115005-4128;Todos los dias 24 hs
POZO_MORENO_MR035 ;Ricardo Gutiérrez 5760, Moreno (Interior Sitio 172);Movil 14 Moreno - 113665-1848;Todos los dias 24 hs
POZO_G. CATAN_LMO172;Alagón 5476, Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO108;Alegría y Juan Lavalleja, Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO118;El Resero 3370 (casi Rufino Ortega), Rafael Castillo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_F. VARELA_FV134;Los Inmigrantes 2800 esq. Calle 1363 - Fcio. Varela (Interior Sitio 217);Movil 9 Ing Alan - 113241-9369;L a V 16 pm a 08 am - SDF 24 hs
POZO_F. VARELA_FV124;Calle 1404 Nº 498 esq. R.P. 53 - Fcio. Varela (Interior Sitio 218);Movil 8 Fcio Varela - 113241-9434;L a V 16 pm a 08 am - SDF 24 hs
POZO_G. CATAN_LMO192;Jorge Newbery 7525 (entre Barrientos y Barragán Bastilla);Movil 19 Virrey del Pino - 115005-4128;Todos los dias 24 hs
POZO_G. CATAN_LMO073;Juan Bautista Justo 5500 y Juan Francisco Echaurri (Gonzalez Catan);Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO079;Urdaneta 4554 (entre Rocamora y Del Tejar), La Matanza;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO081;Rufino Ortega y Juan Francisco Echaurri, La Matanza;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO127;Cayetano Cazón 4021 (casi Juan B. Justo), La Matanza;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_SAN MIGUEL_MI067;Conesa 1386, San Miguel;Movil 16 San Miguel - 112027-5726;Todos los dias 24 hs
POZO_G. CATAN_LMO126;Ancón y Antonio Zinny, La Matanza;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_G. CATAN_LMO074;Zeppelin 5502 casi Juan Francisco Echaurri, La Matanza;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_PILAR_PI089;Los Álamos y Av. Juan Domingo Perón, Pilar;Movil 13 Tigre - 112294-6632;Todos los dias 24 hs
POZO_V. DEL PINO_LMO322;Querandíes 9105 (esq. C. Antonio Sáenz), La Matanza;Movil 19 Virrey del Pino - 115005-4128;Todos los dias 24 hs
POZO_PILAR_PI084;San Ignacio casi Chubut, Pilar;Movil 13 Tigre - 112294-6632;Todos los dias 24 hs
POZO_ZV_21 EBC SOCORRO ;José A. Blanco 4655, Quilmes ;Movil 11 Berazategui - 112189-6034;Todos los dias 24 hs
POZO_ZV_18 EBC FERROVIARIO (SPS sitio 277);Av. Ribereña 5199, Quilmes - En SPS aparece como sitio 277;Acude Móvil 22 – Bernal - 1120314941;Todos los dias 24 hs
POZO_ZV_76 EBC HERNANDARIAS;Hernandarias 1326, Florencio Varela;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_ZV_74 EBC EL MOLINO;Darregueira 1078, Florencio Varela;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO_ZV_25 EBC EZPELETA;Santa Fé 1849, Quilmes;Acude Móvil 22 – Bernal - 1120314941;Todos los dias 24 hs
POZO_V. DEL PINO_LMO323;Nahuel Huapi (aprox. a 50 m a de Miguel Planes);Movil 19 Virrey del Pino - 115005-4128;Todos los dias 24 hs
POZO_V. DEL PINO_LMO351;Paraná (a 800 m aprox. del pozo LMO352);Movil 19 Virrey del Pino - 115005-4128;Todos los dias 24 hs
POZO_ZV_14 EBC CALCHAQUÍ;Urrestarazu 3234, Quilmes;Acude Móvil 22 – Bernal - 1120314941;Todos los dias 24 hs
POZO_ZV_19 EBC LOS ALAMOS;Bahía Blanca y Namuncurá, Quilmes;Acude Móvil 22 – Bernal - 1120314941;Todos los dias 24 hs
POZO_ZV_20 EBC LOS Naval;;Acude Móvil 22 – Bernal - 1120314941;Todos los dias 24 hs
POZO_MERLO_ME096 ;Gral. Ocampo casi Tomas Saley, Pontevedra – Merlo;Movil 18 Glez Catan - 115005-4118;Todos los dias 24 hs
POZO_LLAVALLOL_LO152 ;Gral. Necochea y Luján, Lomas de Zamora;Movil 1 La Lata - 113241-1045;Todos los dias 24 hs
POZO_V. DEL PINO_LMO331 ;Federico Loefler e/N. Huapi y Esteban Fernández ;Movil 19 Virrey del Pino - 115005-4128;Todos los dias 24 hs
POZO_JOSE C. PAZ_JC002;Eduardo Wilde 4565, e/ Fragata Sarmiento y Corbeta Uruguay - José C. Paz (Interior Sitio 112 );Movil 16 San Miguel - 112027-5726;Todos los dias 24 hs
POZO_ZO_17 GABOTO ;Calle Sebastián Gaboto y C. Giambiaggi - Bella Vista - San Miguel;Movil 16 San Miguel - 112027-5726;Todos los dias 24 hs
POZO_EBC ZO-05 9 de Septiembre;Mallorca 1727, Ituzaingó;Movil 15 Moron - 116381-1091;Todos los dias 24 hs
POZO EEU026 ;Juana de Arco 6100 - Esteban Echeverria ;Movil 4 Ezeiza - 113955-6058;Todos los dias 24 hs
POZO FV178;Av. Bosques y C.819 - Zeballos ;Movil 9 Ing Alan - 113241-9369;Todos los dias 24 hs
POZO FV184;Av. Turquia 483 (entre Bruselas y C. 608) - Santa Rosa;Movil 8 Fcio Varela - 113241-9434;Todos los dias 24 hs
